iter	RMSE
467	0.01668384954
468	0.01664359447
469	0.01660671157
470	0.01655828903
471	0.01652378845
472	0.01650111701
473	0.01646457007
474	0.01642587948
475	0.01638442605
476	0.01634634288
477	0.01631280093
478	0.01627404166
479	0.01625713574
480	0.01623916587
481	0.01620924074
482	0.0161792693
483	0.01615056335
484	0.01611992084
485	0.01607924568
486	0.01604005958
487	0.01599706983
488	0.01597642994
489	0.01593878109
490	0.01590291638
491	0.01586870455
492	0.01584558106
493	0.01581213036
494	0.01579087439
495	0.01576296328
496	0.01574721932
497	0.01571884541
498	0.01568531142
499	0.01565032765
500	0.01562089751
501	0.01559211741
502	0.01557513326
503	0.01555236364
504	0.01552010058
505	0.01549163009
506	0.015453783
507	0.01541617704
508	0.01539353248
509	0.01536311902
510	0.01534071172
511	0.01531222741
512	0.01528898599
513	0.01526707568
514	0.01524899872
515	0.01522913097
516	0.01521260346
517	0.01518551513
518	0.01515849559
519	0.01512787729
520	0.01510153721
521	0.01507294017
522	0.01505287189
523	0.01501679966
524	0.01498813214
525	0.01494993911
526	0.01492016996
527	0.01489008098
528	0.01485767339
529	0.01483045472
530	0.01480929195
531	0.01478817837
532	0.01476547917
533	0.01475386792
534	0.0147269177
535	0.01470394854
536	0.01466575283
537	0.01463716777
538	0.01461610931
539	0.01459303265
540	0.01456165606
541	0.0145412122
542	0.01452116707
543	0.01450196585
544	0.01448361359
545	0.01446532704
546	0.01444790522
547	0.01441412377
548	0.01438898119
549	0.01437211835
550	0.01435332714
551	0.0143275598
552	0.01429976975
553	0.01429016851
554	0.01426980004
555	0.01424123272
556	0.01422113667
557	0.01419570019
558	0.01417157528
559	0.01414682642
560	0.01412810187
561	0.01410810627
562	0.01407648155
563	0.0140413067
564	0.01401718416
565	0.01399815294
566	0.01396833495
567	0.01395253355
568	0.01391975617
569	0.01390481049
570	0.01388582963
571	0.01387003382
572	0.01385742806
573	0.01383422817
574	0.01381699293
575	0.01379609545
576	0.01377808768
577	0.01375263924
578	0.01372933044
579	0.0137027482
580	0.0136835392
581	0.0136500302
582	0.0136337912
583	0.01361081952
584	0.0135818401
585	0.01355824234
586	0.01354031659
587	0.01351634396
588	0.01349676798
589	0.01347412524
590	0.01345470178
591	0.01343239741
592	0.0134199155
593	0.0134074381
594	0.01339091379
595	0.01337782815
596	0.01336781976
597	0.01333846309
598	0.0133258492
599	0.01329782535
600	0.01328217025
601	0.01325714029
602	0.01324039405
603	0.01322412585
604	0.01320039556
605	0.01317270282
606	0.01315937783
607	0.01312714183
608	0.01310816159
609	0.0130863158
610	0.01307083837
611	0.0130553253
612	0.01303634357
613	0.01302276704
614	0.01300249235
615	0.01298115844
616	0.01296992345
617	0.01295213698
618	0.01293587124
619	0.01290970322
620	0.01287923749
621	0.01285812284
622	0.01284368227
623	0.01281992414
624	0.01279790331
625	0.01277997857
626	0.01275683833
627	0.01273748162
628	0.01272553496
629	0.01271130779
630	0.01269604126
631	0.01267167475
632	0.01264915303
633	0.01263095503
634	0.01260292398
635	0.01257968015
636	0.01256880214
637	0.01255005464
638	0.01252897431
639	0.01251579905
640	0.01249268027
641	0.01246535322
642	0.01244869668
643	0.01243362687
644	0.01241885329
645	0.01239679838
646	0.012385877
647	0.01236688474
648	0.01235507157
649	0.01234603336
650	0.01231850889
651	0.01229864669
652	0.01227666065
653	0.01225705111
654	0.01223085744
655	0.01220994227
656	0.01220314927
657	0.01218700204
658	0.01217061281
659	0.01214881447
660	0.01212587988
661	0.01211731876
662	0.01210126941
663	0.01208626974
664	0.01206267293
665	0.01205093567
666	0.01202932452
667	0.01201934832
668	0.01200359286
669	0.01197890828
670	0.01196779882
671	0.01194461873
672	0.01192937518
673	0.01191228995
674	0.01189499457
675	0.01187126368
676	0.01185404826
677	0.01184293787
678	0.01182339207
679	0.01180172121
680	0.0117904736
681	0.01178120221
682	0.01176264788
683	0.01174941878
684	0.01173632732
685	0.01172350178
686	0.0117148969
687	0.01169723965
688	0.01167518902
689	0.01166278595
690	0.01164594957
691	0.01163532334
692	0.011619596
693	0.01160639313
694	0.0115948311
695	0.01158283286
696	0.0115674292
697	0.0115533131
698	0.01153969289
699	0.01152796654
700	0.01151707508
701	0.01150164764
702	0.01147944327
703	0.01146718045
704	0.01145062399
705	0.01141891472
706	0.01140416675
707	0.01139010597
708	0.01137590088
709	0.01136137211
710	0.01134416394
711	0.01132590607
712	0.0113138417
713	0.01129131775
714	0.01127231799
715	0.01125594444
716	0.01124102309
717	0.01122875543
718	0.01121251095
719	0.01120258125
720	0.01118646695
721	0.01117538848
722	0.01116488983
723	0.01115894729
724	0.01113864238
725	0.01112468779
726	0.01110711564
727	0.01109533591
728	0.01107953861
729	0.0110662328
730	0.01105309118
731	0.01103478053
732	0.0110178166
733	0.01100146745
734	0.01099088114
735	0.01098275468
736	0.01097500369
737	0.01096516574
738	0.01094627015
739	0.01092366517
740	0.01090912776
741	0.0108938398
742	0.01087948173
743	0.01086605959
744	0.01083842387
745	0.01082938165
746	0.01081342245
747	0.01079616404
748	0.01077847595
749	0.01076327546
750	0.01075017873
751	0.01073868718
752	0.01072594761
753	0.01071745386
754	0.01071119683
755	0.01070256903
756	0.01069099005
757	0.01068070689
758	0.01067215984
759	0.01065463401
760	0.01063538436
761	0.01061669497
762	0.01060013576
763	0.01058010271
764	0.01055972775
765	0.01054988672
766	0.01053873094
767	0.01052557884
768	0.01051194091
769	0.01049546238
770	0.01048428386
771	0.01047800134
772	0.01046369656
773	0.01044593555
774	0.0104361836
775	0.01041408431
776	0.01040008786
777	0.01039301216
778	0.01037807282
779	0.01036374063
780	0.01034652285
781	0.0103341246
782	0.01032534731
783	0.01031276538
784	0.01029886173
785	0.01028697371
786	0.01027900519
787	0.01026660859
788	0.01025272507
789	0.01024283895
790	0.01023653273
791	0.01021952717
792	0.01020546454
793	0.01019129754
794	0.01018221852
795	0.01017090496
796	0.01015378445
797	0.01014194208
798	0.01013304543
799	0.01012486778
800	0.01010599783
801	0.01008707661
802	0.01007855125
803	0.01006902261
804	0.01005406318
805	0.0100363286
806	0.01002001847
807	0.01001285282
808	0.01000245345
809	0.009993502669
810	0.009977817527
811	0.009963523379
812	0.009944764272
813	0.009935269222
814	0.009916672747
815	0.009907762326
816	0.009900915416
817	0.009890734818
818	0.009878036339
819	0.009866788863
820	0.009852105281
821	0.009845960138
822	0.009841641908
823	0.009830572216
824	0.009814891115
825	0.009804112495
826	0.009790795658
827	0.00977947377
828	0.00976470238
829	0.009749841657
830	0.009741901032
831	0.009733321203
832	0.009726038692
833	0.009718661143
834	0.009705807099
835	0.009692932393
836	0.009679662613
837	0.009667499448
838	0.009658382007
839	0.009648855592
840	0.009637871847
841	0.009623447883
842	0.009611847695
843	0.009601425216
844	0.009593984847
845	0.009585514813
846	0.009578989867
847	0.009567922331
848	0.009556799475
849	0.009545722088
850	0.009532804869
851	0.009517396917
852	0.009511973751
853	0.009502510758
854	0.009494183697
855	0.009482388345
856	0.009467974047
857	0.009456457998
858	0.009444190662
859	0.009433855638
860	0.009426132248
861	0.009417715072
862	0.009407100578
863	0.009400067367
864	0.009385852128
865	0.009373128624
866	0.00936002646
867	0.009346235855
868	0.009337288178
869	0.009326926159
870	0.009311689964
871	0.009305744922
872	0.009293942
873	0.00928131597
874	0.009273312545
875	0.009262398781
876	0.009249526189
877	0.009239823036
878	0.009229644592
879	0.009217435789
880	0.009209418251
881	0.009197147313
882	0.0091879583
883	0.009176752735
884	0.009164545652
885	0.009154288441
886	0.009147892342
887	0.009138570157
888	0.00912848768
889	0.009119851438
890	0.009115103061
891	0.009106048883
892	0.009097366003
893	0.009085640106
894	0.009074971945
895	0.009066888714
896	0.009056354704
897	0.009041887114
898	0.009034309332
899	0.00902853236
900	0.009020092139
901	0.009011192794
902	0.008997775468
903	0.008979145642
904	0.008973248976
905	0.008965132176
906	0.008959969984
907	0.008949893663
908	0.008936606331
909	0.008933421182
910	0.008927022353
911	0.008916324941
912	0.008909109028
913	0.008899285423
914	0.008889438353
915	0.008884530507
916	0.008875723057
917	0.008868290096
918	0.008861536858
919	0.008851752295
920	0.008841622294
921	0.008835262496
922	0.008826427624
923	0.008813104429
924	0.008801884646
925	0.00879280066
926	0.008781859237
927	0.008775104429
928	0.008767746455
929	0.008758429794
930	0.008749322573
931	0.008738708619
932	0.008728650185
933	0.00871547094
934	0.008705791044
935	0.008697613669
936	0.00869231862
937	0.008687879734
938	0.008677817899
939	0.008672788517
940	0.008669263029
941	0.008659340578
942	0.00865236178
943	0.008638587145
944	0.008625996444
945	0.008616856038
946	0.00860913495
947	0.008601168452
948	0.008590369241
949	0.008582808704
950	0.0085718153
951	0.008566790988
952	0.008557491701
953	0.008551911917
954	0.008544454228
955	0.008535241546
956	0.008522770519
957	0.008517673839
958	0.008505900891
959	0.008495701283
960	0.008490761796
961	0.008480016003
962	0.008471517722
963	0.008462319753
964	0.008453309407
965	0.008443852598
966	0.00843809897
967	0.008432302595
968	0.008421575546
969	0.008407934837
970	0.008399301532
971	0.008388473474
972	0.008379403688
973	0.008363508219
974	0.008353154896
975	0.008342881936
976	0.00833842722
977	0.008325748214
978	0.008317094547
979	0.008308433943
980	0.008298021539
981	0.008288556624
982	0.008279368358
983	0.008271109199
984	0.008259369779
985	0.00824622216
986	0.00823606633
987	0.00822377413
988	0.008217526829
989	0.008210089456
990	0.008202102438
991	0.008195823497
992	0.008187358298
993	0.0081763818
994	0.008167848447
995	0.008162644514
996	0.008153626862
997	0.008144776153
998	0.00814143631
999	0.008131896998
