year,quarter,month,ВВП в текущих ценах,ВВП в ценах 2021,ВВП в ценах 2021 без сезонности,Индекс физ объема ВВП,Дефлятор ВВП,Произв-во выс тех уров пред,Произв-во выс тех уров соот,Себестоимость добычи нефти,Ключевая ставка,Инфляция,Выпуск по соот. периоду,Выпуск по предыд периоду,ПЛ БЛ 1,ПЛ БЛ 2,ПЛ БЛ 3,ПЛ БЛ 4,ПЛ БЛ 5,ПЛ БЛ 6,ПЛ БЛ 7,ПЛ БЛ 8,ПЛ БЛ 9,ПЛ БЛ 10,ДомХоз 1,ДомХоз 2,ДомХоз 3,ДомХоз 4,ДомХоз 5,ДомХоз 6,ДомХоз 7,ДомХоз 8,Курс Дол 1,Курс Дол 2,Курс Дол 3,Ключевая ставка % ,ИПЦ общ к пред мес %,ИПЦ прод тов к пред мес %,ИПЦ непрод тов к пред мес %,ИПЦ услуги к пред мес %,ИПР к соотв мес пред г %,ИПР к пред мес %,ИВБО к соотв мес пред г %,ИВБО к пред мес %,Инфляция %,ДомХоз 9,ДомХоз 10,ДомХоз 11,ДомХоз 12,ДомХоз 13,ДомХоз 14,ДомХоз 15,ДомХоз 16,ДомХоз 17,ДомХоз 18,ДомХоз 19,ДомХоз 20,ДомХоз 21,ДомХоз 22,ДомХоз 23,ДомХоз 24,ДомХоз 25,ДомХоз 26,ДомХоз 27,ДомХоз 28,ДомХоз 29,ДомХоз 30,ДомХоз 31,ДомХоз 32,ДомХоз 33
1992,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.3,405.1,311.1,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,129.8,147.6,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.9,123.0,141.9,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.7,116.11,125.4,131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.9,110.7,111.8,117.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.1,120.0,112.1,139.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6,108.9,109.8,120.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6,107.49,110.3,110.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,112.8,112.8,110.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.9,124.7,119.9,128.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.1,127.3,125.6,122.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.2,125.6,126.9,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.8,129.0,116.31,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7,124.78,122.81,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,118.3,120.62,128.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.7,116.1,117.82,140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.1,116.2,115.47,134.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.9,122.7,116.45,117.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.39,122.51,119.22,129.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,122.57,121.02,149.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,123.7,122.32,124.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5,118.5,119.33,124.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.39,115.89,115.62,123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.5,112.54,111.61,115.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.9,121.0,110.7,137.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.82,110.6,108.92,121.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.41,105.8,107.7,116.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.49,105.6,107.22,131.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.91,106.8,105.45,112.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0,105.6,105.0,111.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.33,103.8,105.0,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.62,102.69,105.6,109.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.96,106.9,107.4,113.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,115.3,116.4,110.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.61,117.28,112.5,110.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.44,120.9,111.9,111.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,1,,,,,,,,,,,,,5485.0,5682.0,-1215.0,921.0,97.0,2190.0,3409.0,1316.0,96.0,-3483.0,,,,,,,,,,,,,117.77,121.05,111.97,122.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,2,,,,,,,,,,,,,5485.0,5682.0,-1215.0,921.0,97.0,2190.0,3409.0,1316.0,96.0,-3483.0,,,,,,,,,,,,,111.02,110.27,109.79,119.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1,3,,,,,,,,,,,,,5485.0,5682.0,-1215.0,921.0,97.0,2190.0,3409.0,1316.0,96.0,-3483.0,,,,,,,,,,,,,108.94,108.46,109.17,110.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,4,,,,,,,,,,,,,2964.0,6164.0,-2275.0,-925.0,0.0,2635.0,-516.0,2785.0,5936.0,-466.0,,,,,,,,,,,,,108.47,107.52,108.72,112.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,5,,,,,,,,,,,,,2964.0,6164.0,-2275.0,-925.0,0.0,2635.0,-516.0,2785.0,5936.0,-466.0,,,,,,,,,,,,,107.93,108.83,105.56,111.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,2,6,,,,,,,,,,,,,2964.0,6164.0,-2275.0,-925.0,0.0,2635.0,-516.0,2785.0,5936.0,-466.0,,,,,,,,,,,,,106.66,107.56,104.58,108.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,7,,,,,,,,,,,,,-923.0,4705.0,-3547.0,-2034.0,-47.0,-3059.0,-383.0,3780.0,1105.0,-2379.0,,,,,,,,,,,,,105.38,104.47,105.29,109.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,8,,,,,,,,,,,,,-923.0,4705.0,-3547.0,-2034.0,-47.0,-3059.0,-383.0,3780.0,1105.0,-2379.0,,,,,,,,,,,,,104.56,102.72,106.24,107.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,3,9,,,,,,,,,,,,,-923.0,4705.0,-3547.0,-2034.0,-47.0,-3059.0,-383.0,3780.0,1105.0,-2379.0,,,,,,,,,,,,,104.46,102.76,106.04,107.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,10,,,,,,,,,,,,,-88.0,3740.0,-2600.0,-1334.0,106.0,-3849.0,857.0,7955.0,3249.0,-3979.0,,,,,,,,,,,,,104.72,103.41,105.05,108.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,11,,,,,,,,,,,,,-88.0,3740.0,-2600.0,-1334.0,106.0,-3849.0,857.0,7955.0,3249.0,-3979.0,,,,,,,,,,,,,104.56,103.96,104.63,106.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,4,12,,,,,,,,,,,,,-88.0,3740.0,-2600.0,-1334.0,106.0,-3849.0,857.0,7955.0,3249.0,-3979.0,,,,,,,,,,,,,103.2,103.4,103.01,102.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,1,,,,,,,,,,,,,3057.0,3874.0,-1308.0,496.0,-4.0,472.0,4415.0,5976.0,2034.0,-2713.0,,,,,,,,,,,,,104.11,103.95,102.69,108.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,2,,,,,,,,,,,,,3057.0,3874.0,-1308.0,496.0,-4.0,472.0,4415.0,5976.0,2034.0,-2713.0,,,,,,,,,,,,,102.79,102.4,102.2,105.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,1,3,,,,,,,,,,,,,3057.0,3874.0,-1308.0,496.0,-4.0,472.0,4415.0,5976.0,2034.0,-2713.0,,,,,,,,,,,,,102.8,102.92,101.86,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,4,,,,,,,,,,,,,1170.0,4409.0,-1474.0,-1675.0,-90.0,-1949.0,9295.0,7813.0,-3431.0,-3208.0,,,,,,,,,,,,,102.16,101.84,101.37,105.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,5,,,,,,,,,,,,,1170.0,4409.0,-1474.0,-1675.0,-90.0,-1949.0,9295.0,7813.0,-3431.0,-3208.0,,,,,,,,,,,,,101.6,101.66,101.18,102.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,2,6,,,,,,,,,,,,,1170.0,4409.0,-1474.0,-1675.0,-90.0,-1949.0,9295.0,7813.0,-3431.0,-3208.0,,,,,,,,,,,,,101.17,101.2,101.12,101.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,7,,,,,,,,,,,,,1607.0,4552.0,-1101.0,-1872.0,28.0,-245.0,5446.0,4302.0,-1390.0,-1959.0,,,,,,,,,,,,,100.72,100.21,100.91,102.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,8,,,,,,,,,,,,,1607.0,4552.0,-1101.0,-1872.0,28.0,-245.0,5446.0,4302.0,-1390.0,-1959.0,,,,,,,,,,,,,99.79,98.31,101.13,102.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,3,9,,,,,,,,,,,,,1607.0,4552.0,-1101.0,-1872.0,28.0,-245.0,5446.0,4302.0,-1390.0,-1959.0,,,,,,,,,,,,,100.33,99.52,101.17,101.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,4,10,,,,,,,,,,,,,4268.0,8013.0,-1501.0,-2383.0,139.0,4649.0,10058.0,5355.0,-54.0,308.0,,,,,,,,,,,,,101.2,100.4,101.23,103.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,4,11,,,,,,,,,,,,,4268.0,8013.0,-1501.0,-2383.0,139.0,4649.0,10058.0,5355.0,-54.0,308.0,,,,,,,,,,,,,101.88,102.15,100.93,102.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,4,12,,,,,,,,,,,,,4268.0,8013.0,-1501.0,-2383.0,139.0,4649.0,10058.0,5355.0,-54.0,308.0,,,,,,,,,,,,,101.42,101.99,100.72,100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1,1,,,,,,,,,,,,,2738.0,4965.0,-1233.0,-1020.0,27.0,-196.0,-2494.0,-967.0,1331.0,-2979.0,,,,,,,,,,,,,102.34,103.05,100.99,102.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1,2,,,,,,,,,,,,,2738.0,4965.0,-1233.0,-1020.0,27.0,-196.0,-2494.0,-967.0,1331.0,-2979.0,,,,,,,,,,,,,101.54,101.42,100.59,103.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,1,3,,,,,,,,,,,,,2738.0,4965.0,-1233.0,-1020.0,27.0,-196.0,-2494.0,-967.0,1331.0,-2979.0,,,,,,,,,,,,,101.43,101.42,100.82,102.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,4,,,,,,,,,,,,,-939.0,2880.0,-1315.0,-2406.0,-98.0,-1111.0,7247.0,16392.0,8034.0,-193.0,,,,,,,,,,,,,100.96,100.98,100.53,101.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,5,,,,,,,,,,,,,-939.0,2880.0,-1315.0,-2406.0,-98.0,-1111.0,7247.0,16392.0,8034.0,-193.0,,,,,,,,,,,,,100.94,100.81,100.57,101.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,6,,,,,,,,,,,,,-939.0,2880.0,-1315.0,-2406.0,-98.0,-1111.0,7247.0,16392.0,8034.0,-193.0,,,,,,,,,,,,,101.1,101.47,100.45,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,7,,,,,,,,,,,,,-1725.0,2897.0,-1659.0,-2846.0,-118.0,-3533.0,9453.0,11370.0,-1616.0,-1830.0,,,,,,,,,,,,,100.93,100.79,100.38,102.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,8,,,,,,,,,,,,,-1725.0,2897.0,-1659.0,-2846.0,-118.0,-3533.0,9453.0,11370.0,-1616.0,-1830.0,,,,,,,,,,,,,99.86,99.14,100.55,101.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,9,,,,,,,,,,,,,-1725.0,2897.0,-1659.0,-2846.0,-118.0,-3533.0,9453.0,11370.0,-1616.0,-1830.0,,,,,,,,,,,,,99.7,98.64,100.82,101.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,10,,,,,,,,,,,,,-910.0,3414.0,-1738.0,-2420.0,-168.0,-4918.0,9722.0,8827.0,-5813.0,-4017.0,,,,,,,,,,,,,100.17,99.49,100.85,101.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,11,,,,,,,,,,,,,-910.0,3414.0,-1738.0,-2420.0,-168.0,-4918.0,9722.0,8827.0,-5813.0,-4017.0,,,,,,,,,,,,,100.61,100.4,100.68,101.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,12,,,,,,,,,,,,,-910.0,3414.0,-1738.0,-2420.0,-168.0,-4918.0,9722.0,8827.0,-5813.0,-4017.0,,,,,,,,,,,,,100.96,101.22,100.61,100.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,1,,,,,,,,,,,,,-3005.0,47.0,-1192.0,-1727.0,-132.0,-5440.0,3213.0,7762.0,-892.0,-2478.0,,,,,,,,,,,,,101.51,102.07,100.54,101.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,2,,,,,,,,,,,,,-3005.0,47.0,-1192.0,-1727.0,-132.0,-5440.0,3213.0,7762.0,-892.0,-2478.0,,,,,,,,,,,,,100.89,101.22,100.28,101.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,3,,,,,,,,,,,,,-3005.0,47.0,-1192.0,-1727.0,-132.0,-5440.0,3213.0,7762.0,-892.0,-2478.0,,,,,,,,,,,,,100.64,100.72,100.21,101.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,4,,,,,,,,,,,,,-3774.0,1111.0,-1453.0,-3290.0,-142.0,-6607.0,3122.0,8962.0,-768.0,-2839.0,,,,,,,,,,,,,100.38,100.32,100.17,100.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,5,,,,,,,,,,,,,-3774.0,1111.0,-1453.0,-3290.0,-142.0,-6607.0,3122.0,8962.0,-768.0,-2839.0,,,,,,,,,,,,,100.5,100.58,100.08,101.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,6,,,,,,,,,,,,,-3774.0,1111.0,-1453.0,-3290.0,-142.0,-6607.0,3122.0,8962.0,-768.0,-2839.0,,,,,,,,,,,,,100.08,99.98,99.99,100.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3,7,,,,,,,,,,,,,770.0,5689.0,-827.0,-4067.0,-25.0,-4092.0,3332.0,4828.0,-2596.0,-4880.0,,,,,,,,,,,,,100.17,99.9,100.07,101.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3,8,,,,,,,,,,,,,770.0,5689.0,-827.0,-4067.0,-25.0,-4092.0,3332.0,4828.0,-2596.0,-4880.0,,,,,,,,,,,,,103.67,102.39,107.14,101.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3,9,,,,,,,,,,,,,770.0,5689.0,-827.0,-4067.0,-25.0,-4092.0,3332.0,4828.0,-2596.0,-4880.0,,,,,,,,,,,,,138.43,139.48,154.3,103.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,10,,,,,,,,,,,,,6080.0,9356.0,-533.0,-2706.0,-37.0,6368.0,6717.0,-701.0,-1050.0,274.0,,,,,,,,,,,,,104.54,103.91,107.43,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,11,,,,,,,,,,,,,6080.0,9356.0,-533.0,-2706.0,-37.0,6368.0,6717.0,-701.0,-1050.0,274.0,,,,,,,,,,,,,105.67,107.61,104.31,101.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,12,,,,,,,,,,,,,6080.0,9356.0,-533.0,-2706.0,-37.0,6368.0,6717.0,-701.0,-1050.0,274.0,,,,,,,,,,,,,111.61,117.05,106.28,101.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,1,,,,,,,,,,,,,3797.0,5500.0,-535.0,-1133.0,-36.0,2983.0,5574.0,1623.0,-969.0,-824.0,,,,,,,,,,,,,108.38,110.3,106.16,104.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,2,,,,,,,,,,,,,3797.0,5500.0,-535.0,-1133.0,-36.0,2983.0,5574.0,1623.0,-969.0,-824.0,,,,,,,,,,,,,104.13,104.37,104.01,103.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,3,,,,,,,,,,,,,3797.0,5500.0,-535.0,-1133.0,-36.0,2983.0,5574.0,1623.0,-969.0,-824.0,,,,,,,,,,,,,102.79,102.79,103.2,101.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,4,,,,,,,,,,,,,3776.0,6091.0,-534.0,-1874.0,92.0,3115.0,1279.0,-225.0,1611.0,-670.0,,,,,,,,,,,,,103.03,102.57,104.03,103.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,5,,,,,,,,,,,,,3776.0,6091.0,-534.0,-1874.0,92.0,3115.0,1279.0,-225.0,1611.0,-670.0,,,,,,,,,,,,,102.22,102.01,102.71,102.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,6,,,,,,,,,,,,,3776.0,6091.0,-534.0,-1874.0,92.0,3115.0,1279.0,-225.0,1611.0,-670.0,,,,,,,,,,,,,101.91,101.72,101.62,103.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,7,,,,,,,,,,,,,4998.0,8401.0,-646.0,-2983.0,225.0,2833.0,3813.0,-112.0,-1091.0,-2164.0,,,,,,,,,,,,,102.82,103.18,101.9,103.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,8,,,,,,,,,,,,,4998.0,8401.0,-646.0,-2983.0,225.0,2833.0,3813.0,-112.0,-1091.0,-2164.0,,,,,,,,,,,,,101.16,100.45,102.39,101.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,9,,,,,,,,,,,,,4998.0,8401.0,-646.0,-2983.0,225.0,2833.0,3813.0,-112.0,-1091.0,-2164.0,,,,,,,,,,,,,101.48,100.8,102.74,102.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,10,,,,,,,,,,,,,10286.0,12402.0,-710.0,-1727.0,320.0,6798.0,4565.0,-6.0,2227.0,-3479.0,,,,,,,,,,,,,101.37,100.86,102.16,102.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,11,,,,,,,,,,,,,10286.0,12402.0,-710.0,-1727.0,320.0,6798.0,4565.0,-6.0,2227.0,-3479.0,,,,,,,,,,,,,101.23,101.0,101.53,101.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,12,,,,,,,,,,,,,10286.0,12402.0,-710.0,-1727.0,320.0,6798.0,4565.0,-6.0,2227.0,-3479.0,,,,,,,,,,,,,101.26,101.38,101.14,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,1,,,,,,,,,,,,,11507.0,13421.0,-983.0,-992.0,61.0,9856.0,7259.0,505.0,3102.0,-1670.0,,,,,,,,,,,,,102.33,102.17,102.17,103.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,2,,,,,,,,,,,,,11507.0,13421.0,-983.0,-992.0,61.0,9856.0,7259.0,505.0,3102.0,-1670.0,,,,,,,,,,,,,101.04,100.46,101.32,102.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,3,,,,,,,,,,,,,11507.0,13421.0,-983.0,-992.0,61.0,9856.0,7259.0,505.0,3102.0,-1670.0,,,,,,,,,,,,,100.64,100.09,101.38,101.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,4,,,,,,,,,,,,,11280.0,14265.0,-1363.0,-1716.0,94.0,10472.0,2856.0,-1396.0,6219.0,-808.0,,,,,,,,,,,,,100.89,100.3,101.49,102.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,5,,,,,,,,,,,,,11280.0,14265.0,-1363.0,-1716.0,94.0,10472.0,2856.0,-1396.0,6219.0,-808.0,,,,,,,,,,,,,101.75,102.17,101.09,101.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,6,,,,,,,,,,,,,11280.0,14265.0,-1363.0,-1716.0,94.0,10472.0,2856.0,-1396.0,6219.0,-808.0,,,,,,,,,,,,,102.55,103.26,100.83,103.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,7,,,,,,,,,,,,,10140.0,14651.0,-1667.0,-2803.0,-41.0,18580.0,3796.0,-10805.0,3979.0,-2549.0,,,,,,,,,,,,,101.79,101.75,100.84,103.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,8,,,,,,,,,,,,,10140.0,14651.0,-1667.0,-2803.0,-41.0,18580.0,3796.0,-10805.0,3979.0,-2549.0,,,,,,,,,,,,,100.98,100.29,101.38,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,9,,,,,,,,,,,,,10140.0,14651.0,-1667.0,-2803.0,-41.0,18580.0,3796.0,-10805.0,3979.0,-2549.0,,,,,,,,,,,,,101.32,100.6,102.05,102.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,10,,,,,,,,,,,,,12456.0,14752.0,-1027.0,-1225.0,-44.0,9455.0,7112.0,367.0,2710.0,-3038.0,,,,,,,,,,,,,102.11,102.13,101.89,102.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,11,,,,,,,,,,,,,12456.0,14752.0,-1027.0,-1225.0,-44.0,9455.0,7112.0,367.0,2710.0,-3038.0,,,,,,,,,,,,,101.52,101.52,101.47,101.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,12,,,,,,,,,,,,,12456.0,14752.0,-1027.0,-1225.0,-44.0,9455.0,7112.0,367.0,2710.0,-3038.0,,,,,,,,,,,,,101.64,101.88,101.18,101.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,1,,,,,,,,,,,,,11255.0,13610.0,-1521.0,-670.0,-164.0,8974.0,6679.0,-465.0,1830.0,-2281.0,,,,,,,,,,,,,102.76,103.06,101.35,104.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,2,,,,,,,,,,,,,11255.0,13610.0,-1521.0,-670.0,-164.0,8974.0,6679.0,-465.0,1830.0,-2281.0,,,,,,,,,,,,,102.28,102.28,101.34,104.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,3,,,,,,,,,,,,,11255.0,13610.0,-1521.0,-670.0,-164.0,8974.0,6679.0,-465.0,1830.0,-2281.0,,,,,,,,,,,,,101.86,101.77,101.25,103.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,4,,,,,,,,,,,,,8412.0,11825.0,-2197.0,-1072.0,-144.0,7288.0,3461.0,1513.0,5340.0,-1126.0,,,,,,,,,,,,,101.79,102.01,100.87,102.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,5,,,,,,,,,,,,,8412.0,11825.0,-2197.0,-1072.0,-144.0,7288.0,3461.0,1513.0,5340.0,-1126.0,,,,,,,,,,,,,101.78,102.27,100.87,101.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,6,,,,,,,,,,,,,8412.0,11825.0,-2197.0,-1072.0,-144.0,7288.0,3461.0,1513.0,5340.0,-1126.0,,,,,,,,,,,,,101.62,101.91,100.59,102.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
